datetime,total_kw,lighting_kw,cooling_kw,fan_kw,plug_kw,datacenter_kw,oat_f
2024-01-04 19:00,129.4,24.9,15.4,21.4,17.6,50.1,62.8
2024-01-04 20:00,129.1,24.9,15.1,21.4,17.6,50.1,61.4
2024-01-04 21:00,110.0,19.2,13.2,9.9,17.6,50.1,58.5
2024-01-04 22:00,106.8,12.2,13.1,9.9,10.8,50.1,57.6
2024-01-04 23:00,82.4,5.1,13.1,5.2,8.8,50.1,57.4
2024-01-04 24:00,82.3,5.1,13.1,5.2,8.8,50.1,55.1
2024-01-05 01:00,82.3,5.1,13.1,5.2,8.8,50.1,53.4
2024-01-05 02:00,82.3,5.1,13.1,5.2,8.8,50.1,51.1
2024-01-05 03:00,82.3,5.1,13.1,5.2,8.8,50.1,49.3
2024-01-05 04:00,82.3,5.1,13.1,5.2,8.8,50.1,52.1
2024-01-05 05:00,82.3,5.1,13.1,5.2,8.8,50.1,55.2
2024-01-05 06:00,82.3,5.1,13.1,5.2,8.8,50.1,56.6
2024-01-05 07:00,82.3,5.1,13.1,5.2,8.8,50.1,57.6
2024-01-05 08:00,126.3,8.6,13.1,21.4,10.3,50.1,59.3
2024-01-05 09:00,131.9,20.9,14.6,21.4,18.6,50.1,60.1
2024-01-05 10:00,133.2,23.9,15.5,21.4,22.3,50.1,60.6
2024-01-05 11:00,133.6,23.9,15.8,21.4,22.3,50.1,61.0
2024-01-05 12:00,134.0,23.9,16.3,21.4,22.3,50.1,62.9
2024-01-05 13:00,134.9,23.9,17.1,21.4,22.3,50.1,65.3
2024-01-05 14:00,127.5,20.5,18.4,21.4,17.1,50.1,67.3
2024-01-05 15:00,126.8,20.5,17.7,21.4,17.1,50.1,67.3
2024-01-05 16:00,126.3,20.5,17.2,21.4,17.1,50.1,66.9
2024-01-05 17:00,125.6,20.5,16.5,21.4,17.1,50.1,65.7
2024-01-05 18:00,122.2,18.2,15.4,21.4,17.1,50.1,60.6
2024-01-05 19:00,108.5,18.2,13.2,9.9,17.1,50.1,57.4
2024-01-05 20:00,110.1,18.2,13.2,9.9,17.1,50.1,55.8
2024-01-05 21:00,113.7,18.2,13.2,9.9,17.1,50.1,56.3
2024-01-05 22:00,107.1,11.2,13.1,9.9,10.3,50.1,57.0
2024-01-05 23:00,82.3,5.1,13.1,5.2,8.8,50.1,55.8
2024-01-05 24:00,82.3,5.1,13.1,5.2,8.8,50.1,53.1
2024-01-06 01:00,82.3,5.1,13.1,5.2,8.8,50.1,52.0
2024-01-06 02:00,82.3,5.1,13.1,5.2,8.8,50.1,49.5
2024-01-06 03:00,82.3,5.1,13.1,5.2,8.8,50.1,48.6
2024-01-06 04:00,82.3,5.1,13.1,5.2,8.8,50.1,48.4
2024-01-06 05:00,82.7,5.1,13.1,5.2,8.8,50.1,46.1
2024-01-06 06:00,83.9,5.1,13.1,5.2,8.8,50.1,45.0
2024-01-06 07:00,86.3,5.1,13.1,5.2,8.8,50.1,40.6
2024-01-06 08:00,85.5,5.1,13.1,5.2,8.8,50.1,43.0
2024-01-06 09:00,82.3,5.1,13.1,5.2,8.8,50.1,47.3
2024-01-06 10:00,82.3,5.1,13.1,5.2,8.8,50.1,48.6
2024-01-06 11:00,82.3,5.1,13.1,5.2,8.8,50.1,50.8
2024-01-06 12:00,103.4,5.1,13.1,9.9,8.8,50.1,52.7
2024-01-06 13:00,101.2,11.7,13.1,9.9,11.8,50.1,54.3
2024-01-06 14:00,101.9,14.8,13.1,9.9,14.1,50.1,55.6
2024-01-06 15:00,101.9,14.8,13.1,9.9,14.1,50.1,55.9
2024-01-06 16:00,101.9,14.8,13.1,9.9,14.1,50.1,55.4
2024-01-06 17:00,104.2,14.8,13.1,9.9,14.1,50.1,53.1
2024-01-06 18:00,110.7,7.7,13.1,9.9,8.8,50.1,48.8
2024-01-06 19:00,82.3,5.1,13.1,5.2,8.8,50.1,45.7
2024-01-06 20:00,82.3,5.1,13.1,5.2,8.8,50.1,44.4
2024-01-06 21:00,82.3,5.1,13.1,5.2,8.8,50.1,41.5
2024-01-06 22:00,82.4,5.1,13.1,5.2,8.8,50.1,40.6
2024-01-06 23:00,84.7,5.1,13.1,5.2,8.8,50.1,38.5
2024-01-06 24:00,87.0,5.1,13.1,5.2,8.8,50.1,37.6
2024-01-07 01:00,90.3,5.1,13.1,5.2,8.8,50.1,36.7
2024-01-07 02:00,91.9,5.1,13.1,5.2,8.8,50.1,36.6
2024-01-07 03:00,92.1,5.1,13.1,5.2,8.8,50.1,37.6
2024-01-07 04:00,93.6,5.1,13.1,5.2,8.8,50.1,37.4
2024-01-07 05:00,95.5,5.1,13.1,5.2,8.8,50.1,36.4
2024-01-07 06:00,97.7,5.1,13.1,5.2,8.8,50.1,35.4
2024-01-07 07:00,105.2,7.1,13.2,16.7,10.8,50.1,35.1
2024-01-07 08:00,190.8,24.4,14.1,21.4,21.3,50.1,33.8
2024-01-07 09:00,196.4,37.8,14.4,21.4,32.2,50.1,33.1
2024-01-07 10:00,186.3,40.9,13.3,21.4,36.0,50.1,33.6
2024-01-07 11:00,183.2,40.9,13.8,21.4,36.0,50.1,35.2
2024-01-07 12:00,180.9,40.9,14.2,21.4,36.0,50.1,37.2
2024-01-07 13:00,178.3,40.9,17.5,21.4,36.0,50.1,39.2
2024-01-07 14:00,171.8,40.9,14.9,21.4,36.0,50.1,39.9
2024-01-07 15:00,171.1,40.9,14.9,21.4,36.0,50.1,39.9
2024-01-07 16:00,172.5,40.9,14.6,21.4,36.0,50.1,38.7
2024-01-07 17:00,178.3,40.9,14.0,21.4,36.0,50.1,36.7
2024-01-07 18:00,178.2,40.9,13.0,21.4,28.1,50.1,35.4
2024-01-07 19:00,155.1,24.9,13.0,21.4,17.6,50.1,33.8
2024-01-07 20:00,157.0,24.9,13.0,21.4,17.6,50.1,33.1
2024-01-07 21:00,152.5,19.2,13.0,12.4,17.6,50.1,31.7
2024-01-07 22:00,151.2,12.2,13.0,11.9,10.8,50.1,30.9
2024-01-07 23:00,90.2,5.1,13.0,5.8,8.8,50.1,30.4
2024-01-07 24:00,100.2,5.1,13.0,5.2,8.8,50.1,28.8
2024-01-08 01:00,103.7,5.1,13.0,5.2,8.8,50.1,28.0
2024-01-08 02:00,108.1,5.1,13.0,5.2,8.8,50.1,26.8
2024-01-08 03:00,114.7,5.1,13.0,7.8,8.8,50.1,25.4
2024-01-08 04:00,116.6,5.1,13.0,7.2,8.8,50.1,24.4
2024-01-08 05:00,118.9,5.1,13.0,7.2,8.8,50.1,23.4
2024-01-08 06:00,120.9,5.1,13.0,7.2,8.8,50.1,23.0
2024-01-08 07:00,111.6,7.1,13.0,16.7,10.8,50.1,23.0
2024-01-08 08:00,205.7,24.4,13.0,21.4,21.3,50.1,23.0
2024-01-08 09:00,204.8,37.8,13.3,21.4,32.2,50.1,24.2
2024-01-08 10:00,194.6,40.9,13.0,21.4,36.0,50.1,26.9
2024-01-08 11:00,189.6,40.9,13.1,21.4,36.0,50.1,28.6
2024-01-08 12:00,186.3,40.9,13.7,21.4,36.0,50.1,30.9
2024-01-08 13:00,182.3,40.9,17.1,21.4,36.0,50.1,33.2
2024-01-08 14:00,175.9,40.9,14.5,21.4,36.0,50.1,35.2
2024-01-08 15:00,179.5,40.9,13.9,21.4,36.0,50.1,36.6
2024-01-08 16:00,181.0,40.9,13.5,21.4,36.0,50.1,37.0
2024-01-08 17:00,184.7,40.9,13.1,21.4,36.0,50.1,35.1
2024-01-08 18:00,184.1,40.9,13.0,21.4,28.1,50.1,32.1
2024-01-08 19:00,159.1,24.9,13.0,21.4,17.6,50.1,31.6
2024-01-08 20:00,159.5,24.9,13.0,21.4,17.6,50.1,32.0
2024-01-08 21:00,151.9,19.2,13.0,12.4,17.6,50.1,32.7
2024-01-08 22:00,151.0,12.2,13.0,11.9,10.8,50.1,31.7
2024-01-08 23:00,89.8,5.1,13.0,5.8,8.8,50.1,31.6
2024-01-08 24:00,97.4,5.1,13.0,5.2,8.8,50.1,31.3
2024-01-09 01:00,100.7,5.1,13.0,5.2,8.8,50.1,30.4
2024-01-09 02:00,102.2,5.1,13.0,5.2,8.8,50.1,30.6
2024-01-09 03:00,103.2,5.1,13.0,5.2,8.8,50.1,30.9
2024-01-09 04:00,103.0,5.1,13.0,5.2,8.8,50.1,31.6
2024-01-09 05:00,104.8,5.1,13.0,5.8,8.8,50.1,31.3
2024-01-09 06:00,107.3,5.1,13.0,7.2,8.8,50.1,30.9
2024-01-09 07:00,108.6,7.1,13.0,16.7,10.8,50.1,28.4
2024-01-09 08:00,203.8,24.4,13.0,21.4,21.3,50.1,27.0
2024-01-09 09:00,208.6,37.8,13.0,21.4,32.2,50.1,27.6
2024-01-09 10:00,205.5,40.9,13.0,21.4,36.0,50.1,28.0
2024-01-09 11:00,203.6,40.9,12.9,21.4,36.0,50.1,28.3
2024-01-09 12:00,202.1,40.9,12.9,21.4,36.0,50.1,28.7
2024-01-09 13:00,196.3,40.9,14.0,21.4,36.0,50.1,28.9
2024-01-09 14:00,193.3,40.9,13.0,21.4,36.0,50.1,29.6
2024-01-09 15:00,194.0,40.9,13.0,21.4,36.0,50.1,30.6
2024-01-09 16:00,194.0,40.9,13.0,21.4,36.0,50.1,30.9
2024-01-09 17:00,195.8,40.9,13.0,21.4,36.0,50.1,30.4
2024-01-09 18:00,191.3,40.9,13.0,21.4,28.1,50.1,30.0
2024-01-09 19:00,166.1,24.9,13.0,21.4,17.6,50.1,30.6
2024-01-09 20:00,165.3,24.9,13.0,21.4,17.6,50.1,30.9
2024-01-09 21:00,156.5,19.2,13.0,12.4,17.6,50.1,30.9
2024-01-09 22:00,157.2,12.2,13.0,11.9,10.8,50.1,30.9
2024-01-09 23:00,92.9,5.1,13.0,5.8,8.8,50.1,30.5
2024-01-09 24:00,101.8,5.1,13.0,5.2,8.8,50.1,30.2
2024-01-10 01:00,103.4,5.1,13.0,5.2,8.8,50.1,30.6
2024-01-10 02:00,105.7,5.1,13.0,6.5,8.8,50.1,30.9
2024-01-10 03:00,106.1,5.1,13.0,6.5,8.8,50.1,31.6
2024-01-10 04:00,107.9,5.1,13.0,7.8,8.8,50.1,32.0
2024-01-10 05:00,107.8,5.1,13.0,7.2,8.8,50.1,32.0
2024-01-10 06:00,108.6,5.1,13.0,7.2,8.8,50.1,32.0
2024-01-10 07:00,108.2,7.1,13.0,16.7,10.8,50.1,32.0
2024-01-10 08:00,195.0,24.4,13.3,21.4,21.3,50.1,32.0
2024-01-10 09:00,198.4,37.8,13.8,21.4,32.2,50.1,32.0
2024-01-10 10:00,190.7,40.9,13.0,21.4,36.0,50.1,33.2
2024-01-10 11:00,183.0,40.9,13.4,21.4,36.0,50.1,35.9
2024-01-10 12:00,181.1,40.9,14.0,21.4,36.0,50.1,37.0
2024-01-10 13:00,180.0,40.9,17.2,21.4,36.0,50.1,37.6
2024-01-10 14:00,179.1,40.9,13.6,21.4,36.0,50.1,37.4
2024-01-10 15:00,177.3,40.9,14.1,21.4,36.0,50.1,38.3
2024-01-10 16:00,175.3,40.9,14.2,21.4,36.0,50.1,39.6
2024-01-10 17:00,178.9,40.9,13.6,21.4,36.0,50.1,38.1
2024-01-10 18:00,180.1,40.9,13.0,21.4,28.1,50.1,35.1
2024-01-10 19:00,156.9,24.9,13.0,21.4,17.6,50.1,33.4
2024-01-10 20:00,160.1,24.9,13.0,21.4,17.6,50.1,31.2
2024-01-10 21:00,156.2,19.2,13.0,12.4,17.6,50.1,29.3
2024-01-10 22:00,154.4,12.2,13.0,11.9,10.8,50.1,29.6
2024-01-10 23:00,89.4,5.1,13.0,5.8,8.8,50.1,31.3
2024-01-10 24:00,100.7,5.1,13.0,5.2,8.8,50.1,29.5
2024-01-11 01:00,106.0,5.1,13.0,5.2,8.8,50.1,27.4
2024-01-11 02:00,111.3,5.1,13.0,7.2,8.8,50.1,26.4
2024-01-11 03:00,112.7,5.1,13.0,7.2,8.8,50.1,26.1
2024-01-11 04:00,114.0,5.1,13.0,7.2,8.8,50.1,26.1
2024-01-11 05:00,118.6,5.1,13.0,7.2,8.8,50.1,24.1
2024-01-11 06:00,123.5,5.1,13.0,7.8,8.8,50.1,22.3
2024-01-11 07:00,113.3,7.1,13.0,16.7,10.8,50.1,21.4
2024-01-11 08:00,210.2,24.4,12.9,21.4,21.3,50.1,19.8
2024-01-11 09:00,207.6,37.8,13.0,21.4,32.2,50.1,20.3
2024-01-11 10:00,199.1,40.9,12.9,21.4,36.0,50.1,22.3
2024-01-11 11:00,194.3,40.9,12.9,21.4,36.0,50.1,24.2
2024-01-11 12:00,190.9,40.9,13.1,21.4,36.0,50.1,26.2
2024-01-11 13:00,190.0,40.9,16.3,21.4,36.0,50.1,27.6
2024-01-11 14:00,184.1,40.9,13.6,21.4,36.0,50.1,28.6
2024-01-11 15:00,183.2,40.9,13.6,21.4,36.0,50.1,28.9
2024-01-11 16:00,184.3,40.9,13.3,21.4,36.0,50.1,28.9
2024-01-11 17:00,190.0,40.9,13.0,21.4,36.0,50.1,27.1
2024-01-11 18:00,192.0,40.9,13.0,21.4,28.1,50.1,24.8
2024-01-11 19:00,168.2,24.9,13.0,21.4,17.6,50.1,24.1
2024-01-11 20:00,170.9,24.9,13.0,21.4,17.6,50.1,22.7
2024-01-11 21:00,169.5,19.2,12.9,12.5,17.6,50.1,20.1
2024-01-11 22:00,186.6,12.2,12.9,11.9,10.8,50.1,16.6
2024-01-11 23:00,115.1,5.1,12.9,7.0,8.8,50.1,13.2
2024-01-11 24:00,127.8,5.1,12.9,7.2,8.8,50.1,10.8
2024-01-12 01:00,128.9,5.1,12.9,7.2,8.8,50.1,12.5
2024-01-12 02:00,133.4,5.1,12.9,7.8,8.8,50.1,10.3
2024-01-12 03:00,162.7,5.1,12.9,20.8,8.8,50.1,7.4
2024-01-12 04:00,157.4,5.1,12.9,17.4,8.8,50.1,6.4
2024-01-12 05:00,160.1,5.1,12.9,17.4,8.8,50.1,4.7
2024-01-12 06:00,161.1,5.1,12.9,17.4,8.8,50.1,4.6
2024-01-12 07:00,156.8,5.1,12.9,18.0,8.8,50.1,9.4
2024-01-12 08:00,198.2,8.6,12.9,21.4,10.3,50.1,12.6
2024-01-12 09:00,191.7,20.9,12.9,21.4,18.6,50.1,14.8
2024-01-12 10:00,179.5,23.9,12.9,21.4,22.3,50.1,17.9
2024-01-12 11:00,168.6,23.9,12.9,21.4,22.3,50.1,20.8
2024-01-12 12:00,164.2,23.9,12.9,21.4,22.3,50.1,23.3
2024-01-12 13:00,159.7,23.9,12.9,21.4,22.3,50.1,24.6
2024-01-12 14:00,146.8,20.5,12.9,21.4,17.1,50.1,26.2
2024-01-12 15:00,144.7,20.5,12.9,21.4,17.1,50.1,27.0
2024-01-12 16:00,146.3,20.5,12.9,21.4,17.1,50.1,26.4
2024-01-12 17:00,151.6,20.5,12.9,21.4,17.1,50.1,25.4
2024-01-12 18:00,160.4,18.2,12.9,21.4,17.1,50.1,23.7
2024-01-12 19:00,162.0,18.2,12.9,12.5,17.1,50.1,21.8
2024-01-12 20:00,178.8,18.2,12.9,11.9,17.1,50.1,20.3
2024-01-12 21:00,189.5,18.2,12.9,11.9,17.1,50.1,19.9
2024-01-12 22:00,188.6,11.2,12.9,11.9,10.3,50.1,19.4
2024-01-12 23:00,112.7,5.1,12.9,7.2,8.8,50.1,19.0
2024-01-12 24:00,125.3,5.1,12.9,7.8,8.8,50.1,19.0
2024-01-13 01:00,127.7,5.1,12.9,7.2,8.8,50.1,18.4
2024-01-13 02:00,128.5,5.1,12.9,7.2,8.8,50.1,18.6
2024-01-13 03:00,130.3,5.1,12.9,7.2,8.8,50.1,18.4
2024-01-13 04:00,132.4,5.1,12.9,7.2,8.8,50.1,18.0
2024-01-13 05:00,134.1,5.1,12.9,7.8,8.8,50.1,18.0
2024-01-13 06:00,143.8,5.1,12.9,8.4,8.8,50.1,17.4
2024-01-13 07:00,142.7,5.1,12.9,19.6,8.8,50.1,16.4
2024-01-13 08:00,153.7,5.1,12.9,15.1,8.8,50.1,16.0
2024-01-13 09:00,122.8,5.1,12.9,12.8,8.8,50.1,17.9
2024-01-13 10:00,107.5,5.1,12.9,7.8,8.8,50.1,19.6
2024-01-13 11:00,94.7,5.1,12.9,5.2,8.8,50.1,21.2
2024-01-13 12:00,158.7,5.1,12.9,9.9,8.8,50.1,22.6
2024-01-13 13:00,144.5,11.7,12.9,9.9,11.8,50.1,24.2
2024-01-13 14:00,140.6,14.8,12.9,9.9,14.1,50.1,25.7
2024-01-13 15:00,138.7,14.8,12.9,9.9,14.1,50.1,26.1
2024-01-13 16:00,139.4,14.8,12.9,9.9,14.1,50.1,26.1
2024-01-13 17:00,152.6,14.8,12.9,9.9,14.1,50.1,25.4
2024-01-13 18:00,163.4,7.7,12.9,9.9,8.8,50.1,24.4
2024-01-13 19:00,101.8,5.1,12.9,6.2,8.8,50.1,23.4
2024-01-13 20:00,115.4,5.1,12.9,7.2,8.8,50.1,22.3
2024-01-13 21:00,120.8,5.1,12.9,7.2,8.8,50.1,20.7
2024-01-13 22:00,126.6,5.1,12.9,7.8,8.8,50.1,18.7
2024-01-13 23:00,130.4,5.1,12.9,7.2,8.8,50.1,16.7
2024-01-13 24:00,132.7,5.1,12.9,7.2,8.8,50.1,16.7
2024-01-14 01:00,133.6,5.1,12.9,7.2,8.8,50.1,16.4
2024-01-14 02:00,134.2,5.1,12.9,18.4,8.8,50.1,14.7
2024-01-14 03:00,150.5,5.1,12.9,18.0,8.8,50.1,14.7
2024-01-14 04:00,149.5,5.1,12.9,17.4,8.8,50.1,15.1
2024-01-14 05:00,164.4,5.1,12.9,18.5,8.8,50.1,12.5
2024-01-14 06:00,148.5,5.1,12.9,17.4,8.8,50.1,16.6
2024-01-14 07:00,125.5,7.1,12.9,17.9,10.8,50.1,16.9
2024-01-14 08:00,216.8,24.4,12.9,21.4,21.3,50.1,16.3
2024-01-14 09:00,212.0,37.8,12.9,21.4,32.2,50.1,19.5
2024-01-14 10:00,201.6,40.9,12.9,21.4,36.0,50.1,23.5
2024-01-14 11:00,197.3,40.9,12.9,21.4,36.0,50.1,26.2
2024-01-14 12:00,191.0,40.9,12.9,21.4,36.0,50.1,28.2
2024-01-14 13:00,188.4,40.9,16.3,21.4,36.0,50.1,29.6
2024-01-14 14:00,181.6,40.9,13.8,21.4,36.0,50.1,31.3
2024-01-14 15:00,179.3,40.9,13.9,21.4,36.0,50.1,32.7
2024-01-14 16:00,178.8,40.9,13.7,21.4,36.0,50.1,33.6
2024-01-14 17:00,182.1,40.9,13.2,21.4,36.0,50.1,33.4
2024-01-14 18:00,184.0,40.9,12.9,21.4,28.1,50.1,31.7
2024-01-14 19:00,163.3,24.9,12.9,21.4,17.6,50.1,28.4
2024-01-14 20:00,167.5,24.9,12.9,21.4,17.6,50.1,25.7
2024-01-14 21:00,162.4,19.2,12.9,12.5,17.6,50.1,25.7
2024-01-14 22:00,173.6,12.2,12.9,11.9,10.8,50.1,22.9
2024-01-14 23:00,109.8,5.1,12.9,7.0,8.8,50.1,18.5
2024-01-14 24:00,121.7,5.1,12.9,7.2,8.8,50.1,16.4
2024-01-15 01:00,127.3,5.1,12.9,7.2,8.8,50.1,14.7
2024-01-15 02:00,132.5,5.1,12.9,7.8,8.8,50.1,13.3
2024-01-15 03:00,140.2,5.1,12.9,10.6,8.8,50.1,11.7
2024-01-15 04:00,152.5,5.1,12.9,17.4,8.8,50.1,10.4
2024-01-15 05:00,162.8,5.1,12.9,20.8,8.8,50.1,8.8
2024-01-15 06:00,157.3,5.1,12.9,17.4,8.8,50.1,8.1
2024-01-15 07:00,130.5,7.1,12.9,17.9,10.8,50.1,8.1
2024-01-15 08:00,226.5,24.4,12.9,21.4,21.3,50.1,8.1
2024-01-15 09:00,220.3,37.8,12.9,21.4,32.2,50.1,13.0
2024-01-15 10:00,207.0,40.9,12.9,21.4,36.0,50.1,21.0
2024-01-15 11:00,196.1,40.9,12.9,21.4,36.0,50.1,27.8
2024-01-15 12:00,188.9,40.9,12.9,21.4,36.0,50.1,32.5
2024-01-15 13:00,182.7,40.9,16.4,21.4,36.0,50.1,35.9
2024-01-15 14:00,176.3,40.9,14.0,21.4,36.0,50.1,38.3
2024-01-15 15:00,178.1,40.9,13.4,21.4,36.0,50.1,39.6
2024-01-15 16:00,176.4,40.9,13.5,21.4,36.0,50.1,41.3
2024-01-15 17:00,178.8,40.9,13.1,21.4,36.0,50.1,40.7
2024-01-15 18:00,178.1,40.9,12.9,21.4,28.1,50.1,38.7
2024-01-15 19:00,153.4,24.9,12.9,21.4,17.6,50.1,37.9
2024-01-15 20:00,154.5,24.9,12.9,21.4,17.6,50.1,37.4
