datetime,total_kw,lighting_kw,cooling_kw,fan_kw,plug_kw,datacenter_kw,oat_f
2025-01-10 18:00,159.6,24.5,13.1,13.3,28.1,50.1,35.1
2025-01-10 19:00,144.5,16.5,13.1,13.3,17.6,50.1,33.4
2025-01-10 20:00,147.7,16.5,13.1,13.3,17.6,50.1,31.2
2025-01-10 21:00,151.1,13.6,13.1,8.8,17.6,50.1,29.3
2025-01-10 22:00,151.4,10.1,13.1,8.5,10.8,50.1,29.6
2025-01-10 23:00,87.5,4.3,13.1,5.5,8.8,50.1,31.3
2025-01-10 24:00,99.0,4.3,13.1,5.1,8.8,50.1,29.5
2025-01-11 01:00,104.2,4.3,13.1,5.1,8.8,50.1,27.4
2025-01-11 02:00,107.4,4.3,13.1,5.1,8.8,50.1,26.4
2025-01-11 03:00,109.9,4.3,13.1,6.5,8.8,50.1,26.1
2025-01-11 04:00,110.8,4.3,13.1,6.1,8.8,50.1,26.1
2025-01-11 05:00,115.3,4.3,13.1,6.1,8.8,50.1,24.1
2025-01-11 06:00,119.4,4.3,13.1,6.1,8.8,50.1,22.3
2025-01-11 07:00,106.0,6.3,13.1,10.9,10.8,50.1,21.4
2025-01-11 08:00,195.3,16.2,13.1,13.3,21.3,50.1,19.8
2025-01-11 09:00,187.3,22.9,13.1,13.3,32.2,50.1,20.3
2025-01-11 10:00,178.2,24.5,13.1,13.3,36.0,50.1,22.3
2025-01-11 11:00,173.4,24.5,13.1,13.3,36.0,50.1,24.2
2025-01-11 12:00,170.0,24.5,13.1,13.3,36.0,50.1,26.2
2025-01-11 13:00,168.0,24.5,15.1,13.3,36.0,50.1,27.6
2025-01-11 14:00,163.2,24.5,13.3,13.3,36.0,50.1,28.6
2025-01-11 15:00,162.4,24.5,13.3,13.3,36.0,50.1,28.9
2025-01-11 16:00,163.6,24.5,13.2,13.3,36.0,50.1,28.9
2025-01-11 17:00,169.5,24.5,13.1,13.3,36.0,50.1,27.1
2025-01-11 18:00,171.4,24.5,13.1,13.3,28.1,50.1,24.8
2025-01-11 19:00,155.7,16.5,13.1,13.3,17.6,50.1,24.1
2025-01-11 20:00,158.5,16.5,13.1,13.3,17.6,50.1,22.7
2025-01-11 21:00,164.4,13.6,13.1,8.8,17.6,50.1,20.1
2025-01-11 22:00,184.5,10.1,13.0,8.5,10.8,50.1,16.6
2025-01-11 23:00,109.5,4.3,13.0,5.5,8.8,50.1,13.2
2025-01-11 24:00,125.2,4.3,13.0,6.5,8.8,50.1,10.8
2025-01-12 01:00,125.7,4.3,13.0,6.1,8.8,50.1,12.5
2025-01-12 02:00,130.9,4.3,13.0,6.1,8.8,50.1,10.3
2025-01-12 03:00,153.7,4.3,13.0,7.0,8.8,50.1,7.4
2025-01-12 04:00,159.0,4.3,13.0,10.1,8.8,50.1,6.4
2025-01-12 05:00,154.4,4.3,13.0,11.6,8.8,50.1,4.7
2025-01-12 06:00,169.2,4.3,13.0,11.8,8.8,50.1,4.6
2025-01-12 07:00,142.7,4.3,13.0,12.3,8.8,50.1,9.4
2025-01-12 08:00,189.7,7.8,13.0,13.3,10.3,50.1,12.6
2025-01-12 09:00,179.1,14.0,13.0,13.3,18.6,50.1,14.8
2025-01-12 10:00,166.3,15.5,13.0,13.3,22.3,50.1,17.9
2025-01-12 11:00,155.6,15.5,13.0,13.3,22.3,50.1,20.8
2025-01-12 12:00,151.3,15.5,13.0,13.3,22.3,50.1,23.3
2025-01-12 13:00,146.8,15.5,13.0,13.3,22.3,50.1,24.6
2025-01-12 14:00,135.8,13.8,13.0,13.3,17.1,50.1,26.2
2025-01-12 15:00,133.8,13.8,13.0,13.3,17.1,50.1,27.0
2025-01-12 16:00,135.4,13.8,13.0,13.3,17.1,50.1,26.4
2025-01-12 17:00,140.7,13.8,13.0,13.3,17.1,50.1,25.4
2025-01-12 18:00,150.4,12.6,13.0,13.3,17.1,50.1,23.7
2025-01-12 19:00,156.6,12.6,13.0,8.8,17.1,50.1,21.8
2025-01-12 20:00,172.0,12.6,13.0,8.5,17.1,50.1,20.3
2025-01-12 21:00,182.9,12.6,13.0,8.5,17.1,50.1,19.9
2025-01-12 22:00,184.3,9.1,13.0,8.5,10.3,50.1,19.4
2025-01-12 23:00,109.3,4.3,13.0,6.1,8.8,50.1,19.0
2025-01-12 24:00,121.0,4.3,13.0,6.5,8.8,50.1,19.0
2025-01-13 01:00,123.4,4.3,13.0,6.1,8.8,50.1,18.4
2025-01-13 02:00,124.0,4.3,13.0,6.1,8.8,50.1,18.6
2025-01-13 03:00,125.6,4.3,13.0,6.1,8.8,50.1,18.4
2025-01-13 04:00,127.5,4.3,13.0,6.1,8.8,50.1,18.0
2025-01-13 05:00,128.8,4.3,13.0,6.5,8.8,50.1,18.0
2025-01-13 06:00,130.1,4.3,13.0,6.1,8.8,50.1,17.4
2025-01-13 07:00,131.6,4.3,13.0,6.1,8.8,50.1,16.4
2025-01-13 08:00,130.5,4.3,13.0,6.1,8.8,50.1,16.0
2025-01-13 09:00,116.8,4.3,13.0,6.1,8.8,50.1,17.9
2025-01-13 10:00,102.5,4.3,13.0,6.5,8.8,50.1,19.6
2025-01-13 11:00,90.6,4.3,13.0,5.1,8.8,50.1,21.2
2025-01-13 12:00,154.6,4.3,13.0,7.5,8.8,50.1,22.6
2025-01-13 13:00,140.1,7.6,13.0,7.5,11.8,50.1,24.2
2025-01-13 14:00,136.2,9.2,13.0,7.5,14.1,50.1,25.7
2025-01-13 15:00,134.4,9.2,13.0,7.5,14.1,50.1,26.1
2025-01-13 16:00,135.2,9.2,13.0,7.5,14.1,50.1,26.1
2025-01-13 17:00,145.5,9.2,13.0,7.5,14.1,50.1,25.4
2025-01-13 18:00,159.5,5.6,13.0,7.5,8.8,50.1,24.4
2025-01-13 19:00,98.3,4.3,13.0,5.1,8.8,50.1,23.4
2025-01-13 20:00,111.0,4.3,13.0,5.8,8.8,50.1,22.3
2025-01-13 21:00,116.4,4.3,13.0,6.1,8.8,50.1,20.7
2025-01-13 22:00,121.2,4.3,13.0,6.1,8.8,50.1,18.7
2025-01-13 23:00,125.8,4.3,13.0,6.5,8.8,50.1,16.7
2025-01-13 24:00,127.6,4.3,13.0,6.1,8.8,50.1,16.7
2025-01-14 01:00,129.3,4.3,13.0,6.1,8.8,50.1,16.4
2025-01-14 02:00,131.6,4.3,13.0,6.1,8.8,50.1,14.7
2025-01-14 03:00,132.9,4.3,13.0,6.1,8.8,50.1,14.7
2025-01-14 04:00,134.1,4.3,13.0,6.5,8.8,50.1,15.1
2025-01-14 05:00,158.0,4.3,13.0,7.3,8.8,50.1,12.5
2025-01-14 06:00,128.0,4.3,13.0,11.8,8.8,50.1,16.6
2025-01-14 07:00,109.0,6.3,13.0,10.9,10.8,50.1,16.9
2025-01-14 08:00,201.4,16.2,13.0,13.3,21.3,50.1,16.3
2025-01-14 09:00,191.4,22.9,13.0,13.3,32.2,50.1,19.5
2025-01-14 10:00,180.3,24.5,13.0,13.3,36.0,50.1,23.5
2025-01-14 11:00,176.2,24.5,13.0,13.3,36.0,50.1,26.2
2025-01-14 12:00,170.0,24.5,13.0,13.3,36.0,50.1,28.2
2025-01-14 13:00,166.2,24.5,15.1,13.3,36.0,50.1,29.6
2025-01-14 14:00,160.4,24.5,13.4,13.3,36.0,50.1,31.3
2025-01-14 15:00,158.2,24.5,13.5,13.3,36.0,50.1,32.7
2025-01-14 16:00,157.8,24.5,13.5,13.3,36.0,50.1,33.6
2025-01-14 17:00,161.3,24.5,13.2,13.3,36.0,50.1,33.4
2025-01-14 18:00,163.2,24.5,13.0,13.3,28.1,50.1,31.7
2025-01-14 19:00,150.5,16.5,13.0,13.3,17.6,50.1,28.4
2025-01-14 20:00,154.8,16.5,13.0,13.3,17.6,50.1,25.7
2025-01-14 21:00,157.1,13.6,13.0,8.8,17.6,50.1,25.7
2025-01-14 22:00,169.5,10.1,13.0,8.5,10.8,50.1,22.9
2025-01-14 23:00,104.1,4.3,13.0,5.5,8.8,50.1,18.5
2025-01-14 24:00,118.1,4.3,13.0,6.1,8.8,50.1,16.4
2025-01-15 01:00,123.5,4.3,13.0,6.1,8.8,50.1,14.7
2025-01-15 02:00,127.6,4.3,13.0,6.1,8.8,50.1,13.3
2025-01-15 03:00,131.6,4.3,13.0,6.1,8.8,50.1,11.7
2025-01-15 04:00,135.0,4.3,13.0,6.5,8.8,50.1,10.4
2025-01-15 05:00,170.2,4.3,13.0,9.3,8.8,50.1,8.8
2025-01-15 06:00,151.6,4.3,13.0,11.2,8.8,50.1,8.1
2025-01-15 07:00,123.1,6.3,13.0,11.5,10.8,50.1,8.1
2025-01-15 08:00,211.1,16.2,13.0,13.3,21.3,50.1,8.1
2025-01-15 09:00,199.7,22.9,13.0,13.3,32.2,50.1,13.0
2025-01-15 10:00,185.7,24.5,13.0,13.3,36.0,50.1,21.0
2025-01-15 11:00,174.9,24.5,13.0,13.3,36.0,50.1,27.8
2025-01-15 12:00,167.9,24.5,13.0,13.3,36.0,50.1,32.5
2025-01-15 13:00,160.5,24.5,15.2,13.3,36.0,50.1,35.9
2025-01-15 14:00,155.0,24.5,13.7,13.3,36.0,50.1,38.3
2025-01-15 15:00,156.9,24.5,13.3,13.3,36.0,50.1,39.6
2025-01-15 16:00,155.2,24.5,13.4,13.3,36.0,50.1,41.3
2025-01-15 17:00,157.9,24.5,13.1,13.3,36.0,50.1,40.7
2025-01-15 18:00,157.4,24.5,13.1,13.3,28.1,50.1,38.7
2025-01-15 19:00,140.7,16.5,13.1,13.3,17.6,50.1,37.9
2025-01-15 20:00,141.8,16.5,13.1,13.3,17.6,50.1,37.4
